Horizontal_vibration_signals,Vertical_vibration_signals
-13.863396644592285,-1.6481995582580566
1.8260598182678223,2.7193307876586914
-1.3274908065795898,5.369102954864502
-4.2407989501953125,8.415257930755615
4.942142963409424,1.6030669212341309
-4.063689708709717,2.3722052574157715
-8.68830680847168,4.986834526062012
1.9097089767456055,3.4686684608459473
10.51185131072998,5.812311172485352
16.78839921951294,-0.15078780241310596
20.37569284439087,7.863926887512207
17.440688610076904,10.464322566986084
16.690003871917725,5.984675884246826
8.648788928985596,2.610301971435547
9.845483303070068,-1.528024673461914
4.026937484741211,5.218923091888428
4.773890972137451,6.997621059417725
7.427656650543213,7.792377471923828
11.617577075958252,-1.1510133743286133
12.680447101593018,6.112825870513916
2.4779915809631348,9.367716312408447
3.8207650184631348,2.8609395027160645
-7.403934001922607,-0.6631016731262207
-7.629203796386719,-7.479202747344971
-7.761752605438232,-5.231595039367676
-12.627732753753662,-8.903157711029053
-7.058322429656982,-14.792561531066895
-9.495282173156738,-17.876362800598145
-9.653735160827637,-15.5220627784729
-9.974050521850586,-22.205591201782227
-8.094489574432373,-21.3864803314209
-11.551856994628906,-21.71497344970703
-5.7013750076293945,-17.1441912651062
-15.03978967666626,-15.7967209815979
-7.149410247802734,-12.967514991760254
-11.078691482543945,-17.623460292816162
-2.9300808906555176,-11.164712905883789
-5.052661895751953,-8.774292469024658
0.02727509941905737,-3.634190559387207
-0.5412459000945091,0.8423805236816406
-2.998995780944824,0.19497869536280632
0.6460666656494141,5.621993541717529
1.9716739654541016,9.038305282592773
7.02366828918457,8.435750007629395
7.02136754989624,11.882495880126953
11.705958843231201,9.62744951248169
10.905325412750244,13.423597812652588
6.46740198135376,14.51023817062378
10.020732879638672,15.994429588317871
9.649956226348877,12.275421619415283
13.749444484710693,16.54636859893799
14.137065410614014,14.075100421905518
13.452112674713135,17.59169101715088
9.540188312530518,13.288891315460205
13.621830940246582,8.135545253753662
4.727184772491455,5.555427074432373
6.314945220947266,0.006282299873419106
5.525827407836914,-2.0526766777038574
9.081971645355225,-4.060876369476318
7.463347911834717,-10.194802284240723
7.067275047302246,-8.327066898345947
8.639991283416748,-10.081088542938232
6.175267696380615,-16.13030433654785
3.9580821990966797,-15.475356578826904
2.862823009490967,-14.883768558502197
4.509150981903076,-14.415466785430908
-1.8013238906860352,-14.18607234954834
-0.864112377166748,-15.195369720458984
1.1437057703733444,-11.989200115203857
-0.6840348243713379,-12.155914306640625
-4.474282264709473,-15.702104568481445
-1.3587713241577148,-12.607777118682861
-4.218077659606934,-6.861531734466553
-5.004990100860596,-6.392717361450195
-4.6033501625061035,1.11616849899292
-0.6048798933625221,3.2239675521850586
-0.45679811388254166,8.725273609161377
-6.709790229797363,12.8251314163208
-2.9043197631835938,10.354304313659668
-3.258037567138672,17.043864727020264
-4.068291187286377,14.17398452758789
-4.872167110443115,20.01720666885376
1.3684749603271484,20.799434185028076
2.4952292442321777,20.87230682373047
-1.8837213516235352,16.89748764038086
-3.444051742553711,19.195711612701416
-6.172192096710205,15.48149585723877
-11.095476150512695,11.588549613952637
-12.660300731658936,9.337806701660156
-5.845880508422852,-1.0535717010498047
-7.345819473266602,2.8914570808410645
-5.434823036193848,-2.443361282348633
1.23916856944561,-3.3295392990112305
-2.679562568664551,-0.3855466842651367
1.8387556076049805,-5.084788799285889
-1.9842743873596191,-3.6479592323303223
1.2971282005310059,-6.487762928009033
1.384127140045166,-14.871859550476074
0.4775286093354225,-9.160041809082031
-1.214754581451416,-9.987664222717285
-0.7776618003845215,-10.52093505859375
2.917015552520752,-7.922816276550293
3.277575969696045,-3.422975540161133
7.671844959259033,0.9600400924682617
4.307448863983154,5.980575084686279
6.054508686065674,4.484760761260986
1.526951789855957,7.915794849395752
-0.529169999063015,14.961647987365723
0.3222345933318138,11.66764497756958
2.6240110397338867,20.058739185333252
3.0627846717834473,18.764114379882812
8.38615894317627,23.439717292785645
1.1033058166503906,25.10899305343628
2.835845947265625,24.154388904571533
2.6834845542907715,16.67916774749756
2.867257595062256,13.078784942626953
1.1905313283205032,8.435630798339844
1.0349392890930176,11.171865463256836
1.0603547096252441,1.3689756393432617
-2.572298049926758,-2.552187442779541
0.5732297897338867,-5.082356929779053
-0.04545450210571289,-6.322371959686279
0.8427143096923828,-10.16378402709961
0.4221438989043236,-14.454495906829834
-2.268099784851074,-19.07801628112793
0.6802797317504883,-21.516263484954834
-8.717942237854004,-24.441945552825928
-3.5095691680908203,-29.531359672546387
-4.505300521850586,-27.303826808929443
-3.573000431060791,-27.589666843414307
-5.15286922454834,-22.826600074768066
-4.854822158813477,-16.47336483001709
-2.371954917907715,-17.083466053009033
-6.453526020050049,-7.288384437561035
-4.021787643432617,-6.3471198081970215
-2.80381441116333,0.3832817077636719
-3.1766533851623535,1.2906432151794434
-4.060852527618408,8.389890193939209
-0.42885538190603256,10.504364967346191
-0.2345561981201172,15.783834457397461
-0.6511688232421875,16.689133644104004
4.42434549331665,22.5677490234375
5.661380290985107,21.2815523147583
5.791234970092773,17.641139030456543
2.927267551422119,17.72850751876831
6.54904842376709,13.373351097106934
1.921093463897705,7.756054401397705
3.1351089477539062,3.775191307067871
5.146336555480957,6.042158603668213
9.186756610870361,5.36799430847168
4.310595989227295,4.204678535461426
3.431880474090576,-0.586247406899929
9.022438526153564,3.1998515129089355
4.728579521179199,-5.249321460723877
1.3822436332702637,-8.318006992340088
1.7456293106079102,-8.724784851074219
6.509768962860107,-9.991645812988281
3.8779497146606445,-9.155213832855225
-5.796968936920166,-11.892056465148926
5.957174301147461,-6.616175174713135
-2.6731252670288086,-5.561721324920654
-1.867997646331787,-8.693993091583252
-5.784928798675537,-8.809494972229004
1.0851144790649414,-6.997132301330566
-3.435373306274414,-9.018456935882568
-2.6107072830200195,-6.130659580230713
0.8025050163269043,-2.1332621574401855
1.5445232391357422,0.07821319624781609
2.630317211151123,3.9874911308288574
2.6622891426086426,0.5985378846526146
4.928731918334961,0.051069301553070545
-0.9893537312746048,2.634096145629883
2.3077964782714844,-2.473926544189453
2.7879714965820312,-2.1262526512145996
4.6752095222473145,-0.3173470124602318
4.232633113861084,0.8957266807556152
4.316902160644531,6.215882301330566
8.742797374725342,4.005706310272217
1.2624263763427734,6.992840766906738
4.096615314483643,12.465572357177734
5.968034267425537,9.964752197265625
6.484830379486084,6.191408634185791
6.929731369018555,8.145201206207275
8.522891998291016,7.522141933441162
8.396971225738525,9.63667631149292
4.393875598907471,6.8540215492248535
7.916498184204102,6.062829494476318
3.818976879119873,8.192265033721924
7.575404644012451,3.5103559494018555
5.532288551330566,2.3995399475097656
10.33095121383667,1.929795742034912
6.1553955078125,-1.6745924949645996
0.7698298245668411,-2.0690321922302246
5.160129070281982,-5.594742298126221
-0.44373270124197006,-7.395195960998535
-2.5470852851867676,-6.416916847229004
-3.278517723083496,-8.70664119720459
0.9539484977722168,-14.013588428497314
-4.005944728851318,-15.067529678344727
-17.01042652130127,-16.53503179550171
-10.628008842468262,-11.354541778564453
-22.634387016296387,-13.404262065887451
-12.803339958190918,-11.96223497390747
-24.67806339263916,-6.273674964904785
-13.03868293762207,-3.1817197799682617
-27.11641788482666,-3.037106990814209
-27.765309810638428,-1.5997767448425293
-24.445950984954834,-5.444324016571045
-34.5179557800293,4.203283786773682
-30.614447593688965,1.8421292304992676
-18.993866443634033,7.799172401428223
-4.219317436218262,3.622293472290039
-4.463016986846924,3.516983985900879
-2.975022792816162,10.033297538757324
-0.9539247304201126,8.603119850158691
-5.9679388999938965,1.7251253128051758
-14.312505722045898,3.3426523208618164
-3.0917763710021973,5.876338481903076
3.365480899810791,4.493904113769531
16.861939430236816,2.6288628578186035
23.84394407272339,-0.11454819701611996
24.69736337661743,6.6745758056640625
19.787931442260742,5.598616600036621
10.093462467193604,5.563116073608398
12.908375263214111,0.3993630036711693
6.256604194641113,5.100798606872559
9.387576580047607,5.360805988311768
13.57426643371582,8.689653873443604
20.95663547515869,0.3648519888520241
24.266433715820312,3.3702850341796875
13.79997730255127,4.723775386810303
13.168847560882568,4.769372940063477
-4.595506191253662,-0.5484222993254662
-12.089169025421143,-1.5674591064453125
-16.88535213470459,-4.221546649932861
-16.96310043334961,-6.2291741371154785
-18.204951286315918,-17.61915683746338
-12.36717700958252,-16.95384979248047
-13.44904899597168,-17.761540412902832
-8.341240882873535,-19.775474071502686
-18.29545497894287,-17.370760440826416
-12.933814525604248,-18.10520887374878
-19.24809217453003,-16.804027557373047
-19.94575262069702,-16.96944236755371
-12.418782711029053,-17.295420169830322
-7.79874324798584,-19.496381282806396
1.1120796203613281,-19.119107723236084
-0.9446859359741211,-5.994510650634766
11.765813827514648,-6.907069683074951
-0.0378847005777061,4.439866542816162
-0.13848540373146534,3.3705592155456543
2.1265149116516113,10.293090343475342
4.421687126159668,5.456233024597168
10.248267650604248,-0.14581680297851562
8.616173267364502,8.060038089752197
16.22830629348755,7.236874103546143
11.360931396484375,11.100566387176514
6.953930854797363,7.256495952606201
8.607685565948486,21.030449867248535
6.015312671661377,15.872573852539062
5.994248390197754,15.374886989593506
8.231782913208008,12.249255180358887
12.476050853729248,14.128363132476807
11.380457878112793,12.074840068817139
5.555260181427002,8.47846269607544
4.154539108276367,6.479227542877197
0.9337186813354492,9.177052974700928
3.0730247497558594,4.775238037109375
1.8125653266906738,2.0154595375061035
8.354103565216064,0.5861759185791016
12.740921974182129,-4.313850402832031
10.017120838165283,-6.674516201019287
9.313595294952393,-16.53839349746704
7.8223347663879395,-12.445712089538574
5.677163600921631,-15.797781944274902
2.6049017906188965,-14.577066898345947
3.910362720489502,-14.363586902618408
5.1827073097229,-13.097620010375977
3.007686138153076,-10.007226467132568
0.5586862936615944,-12.029623985290527
3.1612634658813477,-13.504815101623535
-3.86582612991333,-15.72946310043335
-2.608323097229004,-11.099708080291748
-3.4089207649230957,-10.378623008728027
-6.163227558135986,-5.91435432434082
-6.580209732055664,2.278602123260498
-6.065475940704346,4.768991470336914
-3.4314751625061035,7.431399822235107
-3.886699676513672,11.040675640106201
-1.163315773010254,13.800513744354248
-4.176855087280273,15.607845783233643
-5.2968621253967285,17.960834503173828
-3.6507129669189453,19.64491605758667
